textOriginal,text_clean,label,split
Bang gua tunggu lu buwat rieksen skaylar indah,Bang gua tunggu lu buwat rieksen skaylar indah,0,test
botak gak ada leher😂😂,botak gak ada leher😂😂,0,test
Darksistem selamanya 😂😂,Darksistem selamanya 😂😂,0,test
"Negara sedang genting, kerahkan pasuakn naga hitam untuk siaga ketua","Negara sedang genting, kerahkan pasuakn naga hitam untuk siaga ketua",0,test
Penyakit nya si June's ya bang 😅😅😅,Penyakit nya si June's ya bang 😅😅😅,0,test
Pantes muka tua umur muda..pagi pagi ga pernah mandi 😂😂😂😂,Pantes muka tua umur muda..pagi pagi ga pernah mandi 😂😂😂😂,0,test
kelas lekkuu,kelas lekkuu,0,test
emng semua orng pake kacamata itu wibu ya😢,emng semua orng pake kacamata itu wibu ya😢,0,test
Dimas Anjay Mabar,Dimas Anjay Mabar,0,test
Makin terkenal kang tegus,Makin terkenal kang tegus,0,test
Labi² saiklop,Labi2 saiklop,0,test
"Mainin sutsujin aj  trus jangan ganti lagi, udah bagus itu malah di ganti sama player epik 🤣🤣🤣","Mainin sutsujin aj trus jangan ganti lagi, udah bagus itu malah di ganti sama player epik 🤣🤣🤣",0,test
Aman bang dia lagi seneng itu jdi dunia milik bng bknt😂,Aman bang dia lagi seneng itu jdi dunia milik bng bknt😂,0,test
Misi RRQ musim ini hanya ingin menang lawan evos sisanya bodo amat 😅😂😂😂😂,Misi RRQ musim ini hanya ingin menang lawan evos sisanya bodo amat 😅😂😂😂😂,0,test
Bener² udah gak niat ngonten😂 thumbnailnya udah 2jam blm di ganti² yang match 1🤣,Bener2 udah gak niat ngonten😂 thumbnailnya udah 2jam blm di ganti2 yang match [NUM]🤣,1,test
Live ko 😢,Live ko 😢,0,test
Pascol modal digendong 😂,Pascol modal digendong 😂,0,test
Gw baru follow karena lu ikut demo😂❤,Gw baru follow karena lu ikut demo😂❤,0,test
Gamplay nya setara Computer mode hard anjir wkwkwk,Gamplay nya setara Computer mode hard anjir wkwkwk,0,test
"Awalnya nabrak di rank dlu bg, trus pascol ngk trima kklahan mknya lanjut custom😂","Awalnya nabrak di rank dlu bg, trus pascol ngk trima kklahan mknya lanjut custom😂",0,test
"Yok bisa yok RRQ 🎉
Bisa gk lolos play off ☠️👻",Yok bisa yok RRQ 🎉 Bisa gk lolos play off ☠👻,0,test
Fanny meriang 😂😂,Fanny meriang 😂😂,0,test
"Ya Tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, untungnya luar biasa! 👏","Ya Tuhan, ❤MONA 4D🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, untungnya luar biasa! 👏",1,test
P͓̽U͓̽L͓̽A͓̽U͓̽7͓̽7͓̽7͓̽ menutup permainan dengan sempurna,P͓̽U͓̽L͓̽A͓̽U͓̽[NUM]͓̽[NUM]͓̽[NUM]͓̽ menutup permainan dengan sempurna,1,test
Gim,Gim,0,test
​@Steven_Intrepide1udah cil jgn sambil nangis😂,[MENTION] cil jgn sambil nangis😂,0,test
20:48😂😂😂 Njirlah co,[NUM]:[NUM]😂😂😂 Njirlah co,0,test
Bro ihsan: gua males bgt evos is back lawannya navy😂😂,Bro ihsan: gua males bgt evos is back lawannya navy😂😂,0,test
"Pas buka YouTube, kolom komentar isinya debat soal 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉. Lah emangnya apaan sih tuh?","Pas buka YouTube, kolom komentar isinya debat soal PULAUWIN. Lah emangnya apaan sih tuh?",1,test
Buyan nian rrq ini,Buyan nian rrq ini,0,test
JARANG BANGET saya nemu channel nya seperti ini 🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎 dan jangan pernah lewatkan channel terbaru disini !!,JARANG BANGET saya nemu channel nya seperti ini 🤎PROBET [NUM]🤎 dan jangan pernah lewatkan channel terbaru disini !!,1,test
"Alhamdulillah, rezeki lancar jaya berkat 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕!","Alhamdulillah, rezeki lancar jaya berkat DORA77!",1,test
"Skin barunya keren abis! Kalo mau koleksi skin tanpa keluar duit, cobain menang di Kyt4d! Bisa beli skin sambil nambah cuan~ 🎨💸","Skin barunya keren abis! Kalo mau koleksi skin tanpa keluar duit, cobain menang di Kyt4d! Bisa beli skin sambil nambah cuan~ 🎨💸",1,test
Boleh tu,Boleh tu,0,test
"Jepe 52jt di Gar uda-Ho ki-tetap happy, yang penting bikin dompet tebel pdahal cuman modal gope🤭","Jepe 52jt di Gar uda-Ho ki-tetap happy, yang penting bikin dompet tebel pdahal cuman modal gope🤭",1,test
Tumben kaga ada editny,Tumben kaga ada editny,0,test
Hahah patch baru yang banyak rumput musuh pascol apalagi kalo lawannya banyak Hero lock 😂😂😂 stres udah pascol,Hahah patch baru yang banyak rumput musuh pascol apalagi kalo lawannya banyak Hero lock 😂😂😂 stres udah pascol,0,test
@RitaLestari-j8emualaf dlu,[MENTION]-j8emualaf dlu,0,test
"P U L A U 7 7 7, jadilah bagian dari komunitas pemenang","P U L A U [NUM] [NUM] [NUM], jadilah bagian dari komunitas pemenang",1,test
ahirnya elu gak live bang udah sadar bahwa dukung rrq itu bikin kecewa  😅😅😅😅,ahirnya elu gak live bang udah sadar bahwa dukung rrq itu bikin kecewa 😅😅😅😅,0,test
Rrq dengan roaster kayak gini juara di mdl pun gw rasa kaga bisa dah,Rrq dengan roaster kayak gini juara di mdl pun gw rasa kaga bisa dah,0,test
HADIR NYIMAK BOSQU bantu viralkan🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎,HADIR NYIMAK BOSQU bantu viralkan🤎PROBET [NUM]🤎,1,test
absen yang mau liat ekspresi bkent doang,absen yang mau liat ekspresi bkent doang,0,test
​@puyu4328 Tetep bakal kluar di shop kaya zetian awalnya di taro di event dlu,[MENTION] Tetep bakal kluar di shop kaya zetian awalnya di taro di event dlu,0,test
Bang lanjut demo lagi bang,Bang lanjut demo lagi bang,0,test
RRQ=HAMA,RRQ=HAMA,0,test
🎯 Semua seru ada di 🅿️🆄🅻🅰️🆄777,🎯 Semua seru ada di 🅿🆄🅻🅰🆄[NUM],1,test
lawan onic next ketua🗿,lawan onic next ketua🗿,0,test
fungsi LC WANITA buat apa ketua?,fungsi LC WANITA buat apa ketua?,0,test
Suruh push rank aja wkwkw.,Suruh push rank aja wkwkw.,0,test
Granger jungler masih oke lah tapi ini Estes hahahaha.,Granger jungler masih oke lah tapi ini Estes hahahaha.,0,test
"Gaya transisi-nya,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄banget bro!💯","Gaya transisi-nya,🀄PROBET855🀄banget bro!💯",1,test
Yuk seru-seruan di Pulau777 🎉,Yuk seru-seruan di Pulau777 🎉,1,test
Mantap kingg Ikut demo,Mantap kingg Ikut demo,0,test
Min sehat kah😂,Min sehat kah😂,0,test
"RECAL RECAL di base DPR
,
Respect ketua 🔥","RECAL RECAL di base DPR , Respect ketua 🔥",0,test
"Ngapain ko bertapa diatas genteng ko, plingan jg disuruh istri mu tuk betulin genteng ko yg lagi bocor 🤣","Ngapain ko bertapa diatas genteng ko, plingan jg disuruh istri mu tuk betulin genteng ko yg lagi bocor 🤣",0,test
"Kadang masa lalu emang lucu buat diinget, tapi jangan kebablasan 😎","Kadang masa lalu emang lucu buat diinget, tapi jangan kebablasan 😎",0,test
kgk live botakkk,kgk live botakkk,0,test
bayi ajaib 😂😂😂😂,bayi ajaib 😂😂😂😂,0,test
Skylar pas zaman kegelapan gendong2 team sendiri njir,Skylar pas zaman kegelapan gendong2 team sendiri njir,0,test
baru kali ini main di 🔥❤𝐆𝐀 𝐑𝐔 𝐃𝐀 𝐇𝐎 𝐊�🔥❤ member baru langsung di kasih jepe,baru kali ini main di 🔥❤GA RU DA HO K�🔥❤ member baru langsung di kasih jepe,1,test
"Lagi ngopi di warung, orang sebelah ngobrolin P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽.","Lagi ngopi di warung, orang sebelah ngobrolin P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽.",1,test
Gak rrq doang yg suram... Semua tim indo tuh ... Jomplang banget ...,Gak rrq doang yg suram... Semua tim indo tuh ... Jomplang banget ...,0,test
dia sama bangsin pas nobar,dia sama bangsin pas nobar,0,test
"RRQ Kalah, aku datang😂","RRQ Kalah, aku datang😂",0,test
ppq badut,ppq badut,0,test
One,One,0,test
Kenapa kalau orang tolol mulutunya doang yang besar 😂,Kenapa kalau orang tolol mulutunya doang yang besar 😂,0,test
Mending maen karambol cuk,Mending maen karambol cuk,0,test
report arfy gak ngepush turet,report arfy gak ngepush turet,0,test
Exp Rendy masuk keliatan bagus bgt mainnya moga stabil,Exp Rendy masuk keliatan bagus bgt mainnya moga stabil,0,test
"Wow, 🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎 konten ini bener-bener mantap !!","Wow, 🤎PROBET [NUM]🤎 konten ini bener-bener mantap !!",1,test
"Nagih bgt ini 𝐃𝐎𝐑𝐀𝟕𝟕, gacir parah sumpah!","Nagih bgt ini DORA77, gacir parah sumpah!",1,test
24 jam nonstop cuan di ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤,[NUM] jam nonstop cuan di ❤MAHAKAM4D❤,1,test
rinz sampah beban negara,rinz sampah beban negara,0,test
Aku terkejut ketua kita ikut demo kupikir boong ternyata benaran menyala ketua🔥🔥🔥🔥🔥💥🗣️🗣️,Aku terkejut ketua kita ikut demo kupikir boong ternyata benaran menyala ketua🔥🔥🔥🔥🔥💥🗣🗣,0,test
🌍ℙℝ𝕆𝔹𝔼𝕋855🌍bikin luar biasa! Tiap menit penasaran. Sukses selalu!💯,🌍PROBET855🌍bikin luar biasa! Tiap menit penasaran. Sukses selalu!💯,1,test
Ke dua ko,Ke dua ko,0,test
Info judul lagunya,Info judul lagunya,0,test
Haha😅,Haha😅,0,test
Buset tim nya penyabar bnget ktemu sama miya😂😂😂,Buset tim nya penyabar bnget ktemu sama miya😂😂😂,0,test
"Kapan bg ler pindah onic, ga tau info sekarang maen hok","Kapan bg ler pindah onic, ga tau info sekarang maen hok",0,test
Bukan semangatt nya yang ilang tapi otak nya😂,Bukan semangatt nya yang ilang tapi otak nya😂,0,test
Kangen pascol mode setan😂 ini kenapa sekarang pascol mode santri,Kangen pascol mode setan😂 ini kenapa sekarang pascol mode santri,0,test
"Tulang Punggung telah Pergi, NT RRQ  😂 ~","Tulang Punggung telah Pergi, NT RRQ 😂 ~",0,test
Firs bang pascol😂,Firs bang pascol😂,0,test
Siap ketua,Siap ketua,0,test
"@ALDYBASUDARA terima kasih ayang acol, suka deh servisan kamu semalam","[MENTION] terima kasih ayang acol, suka deh servisan kamu semalam",0,test
​@Steven_Intrepide1 teruslah jadi makanan yg lejat dan bergiji untuk kairi,[MENTION] teruslah jadi makanan yg lejat dan bergiji untuk kairi,0,test
cuman di sini yang ada bonus new membernya ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤,cuman di sini yang ada bonus new membernya ❤MAHAKAM4D❤,1,test
Kata-kata terakhir dari bkent : kairi kontol akiri kontol 😂,Kata-kata terakhir dari bkent : kairi kontol akiri kontol 😂,0,test
"Gue awalnya kira 𝓟͙U͙L͙A͙U͙W͙I͙N͙ itu nama kucing, ternyata makin lama makin gak masuk akal.","Gue awalnya kira P͙U͙L͙A͙U͙W͙I͙N͙ itu nama kucing, ternyata makin lama makin gak masuk akal.",1,test
"Sama"" ada kekurangan dan kelebihannya masing""","Sama"" ada kekurangan dan kelebihannya masing""",0,test
Giliran rrq menang baru upload cina satu ini 😂😂,Giliran rrq menang baru upload cina satu ini 😂😂,0,test
Leher boleh ga ada. Tapi cinta nya terhadap negara boleh di coba! Kelass longorrr,Leher boleh ga ada. Tapi cinta nya terhadap negara boleh di coba! Kelass longorrr,0,test
ini karna gada biji logam mulia,ini karna gada biji logam mulia,0,test
udah muak sama ppq,udah muak sama ppq,0,test
"ρüℓAυ777, kemenangan menantimu dengan satu klik","ρülAυ777, kemenangan menantimu dengan satu klik",1,test
chouunimaa,chouunimaa,0,test
Aga bujangngenam mamontun,Aga bujangngenam mamontun,0,test
pada iri aja ni 3 anomali wkwkwk😂,pada iri aja ni [NUM] anomali wkwkwk😂,0,test
4:50 gg ketua,[NUM]:[NUM] gg ketua,0,test
Nah gitu ujin back,Nah gitu ujin back,0,test
BALIKIN INTRO HUJAN API WEE,BALIKIN INTRO HUJAN API WEE,0,test
😝👆,😝👆,0,test
😂😂😂😂 kocak liat bekend,😂😂😂😂 kocak liat bekend,0,test
Ketua gak colab Ama pitacahn Ama pikacahn colab la ketua,Ketua gak colab Ama pitacahn Ama pikacahn colab la ketua,0,test
​@imamalbadii6207EVOS d ayam2 in sama badut katanya hahah kasta d bawa badut ap sih ges taik ayam kah,[MENTION] d ayam2 in sama badut katanya hahah kasta d bawa badut ap sih ges taik ayam kah,0,test
Wkwkkw enak banget liat bken cok sumber bahgia gua 😂😂,Wkwkkw enak banget liat bken cok sumber bahgia gua 😂😂,0,test
Gw denger² brandonkent mau jadi fans onic sekarang 🗿,Gw denger2 brandonkent mau jadi fans onic sekarang 🗿,0,test
Lawan natan pake obsidia🤣,Lawan natan pake obsidia🤣,0,test
Ke1,Ke1,0,test
Pak pascol lapor ada leher ini bang pascol mau gak bang,Pak pascol lapor ada leher ini bang pascol mau gak bang,0,test
"Draf picknya rrq payah, pick gatot buat ap,","Draf picknya rrq payah, pick gatot buat ap,",0,test
Semangat ngonten live streaming mlbb lainnya sehat selalu rejekinya lancar sukses terus buat konten live streaming mlbb lainnya buat keluarga ketua smpe team ketua lainnya fans berat selalu hadir ketua ngakak mengocok perut gua liat konten Lo ketua ya kan ahahaha hahahaa ketua 🤣😂😂😅😆😁,Semangat ngonten live streaming mlbb lainnya sehat selalu rejekinya lancar sukses terus buat konten live streaming mlbb lainnya buat keluarga ketua smpe team ketua lainnya fans berat selalu hadir ketua ngakak mengocok perut gua liat konten Lo ketua ya kan ahahaha hahahaa ketua 🤣😂😂😅😆😁,0,test
Puas banget wkwkwkwkwkwk,Puas banget wkwkwkwkwkwk,0,test
God lanya bodo,God lanya bodo,0,test
Langsung aja kasih piala nya ke evoss,Langsung aja kasih piala nya ke evoss,0,test
19:27 Transisinya smooth! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,[NUM]:[NUM] Transisinya smooth! BERKAH99,1,test
"Srg ga jago,","Srg ga jago,",0,test
Selain Granger gak ada Hero power lagi kah toy,Selain Granger gak ada Hero power lagi kah toy,0,test
hanya di S❈U❈K❈A❈J❈P di jamin menangnya cobain aja sendiri ke S❈U❈K❈A❈J❈P,hanya di S❈U❈K❈A❈J❈P di jamin menangnya cobain aja sendiri ke S❈U❈K❈A❈J❈P,1,test
Ini gw setuju nih..dalam kondisi ini kita butuh tim yg cukup buat kita ketawa riang🎉,Ini gw setuju nih..dalam kondisi ini kita butuh tim yg cukup buat kita ketawa riang🎉,0,test
Bang lu kgk kedinginan apa kgk pake baju live streaming nya 😂,Bang lu kgk kedinginan apa kgk pake baju live streaming nya 😂,0,test
Halo syg,Halo syg,0,test
rrq,rrq,0,test
Asik nonton rrq disini daripada di mpl wk😂,Asik nonton rrq disini daripada di mpl wk😂,0,test
Panglima belom semangat karna performa RRQ masih belum stabil bang...,Panglima belom semangat karna performa RRQ masih belum stabil bang...,0,test
cap lokal😂,cap lokal😂,0,test
Efek di video ini ala-ala 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️ banget,Efek di video ini ala-ala ISTANABET17❤ banget,1,test
"bau2 collab sm bang dealis ni bang pascol, berpikir secara logika terus","bau2 collab sm bang dealis ni bang pascol, berpikir secara logika terus",0,test
Waw om kegedean tauu,Waw om kegedean tauu,0,test
Korup kau ketua,Korup kau ketua,0,test
Combo baxia Franco ngeselin juga ya 😂,Combo baxia Franco ngeselin juga ya 😂,0,test
ooohhhhh pwehhhhh babbyyyyy,ooohhhhh pwehhhhh babbyyyyy,0,test
Asbak bali asbak bali😅😅😅,Asbak bali asbak bali😅😅😅,0,test
Keren,Keren,0,test
Pngn liat reaksi kingdom🤣,Pngn liat reaksi kingdom🤣,0,test
Match 1 roster badut malahan diturunin awkwkwkwk evos evos,Match [NUM] roster badut malahan diturunin awkwkwkwk evos evos,0,test
Masih dukun rrq?,Masih dukun rrq?,0,test
Batam bg ko hadir,Batam bg ko hadir,0,test
Kesini mau liat ekpresi bkent😂,Kesini mau liat ekpresi bkent😂,0,test
Kontennya punya soul!🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️,Kontennya punya soul!🏴☠PROBET855🏴☠,1,test
si bro udah males buat live😭,si bro udah males buat live😭,0,test
halo kodok tua,halo kodok tua,0,test
Akhirnya sipaling kingdom buka suara,Akhirnya sipaling kingdom buka suara,0,test
"Namanya juga baru naik mpl bang onic pemain dah dedengkotan kl kalah y wajar lah KLH jam terbang,semua butuh proses","Namanya juga baru naik mpl bang onic pemain dah dedengkotan kl kalah y wajar lah KLH jam terbang,semua butuh proses",0,test
"Rezeki datang kepada mereka yang tidak menyerah, dan saya percaya 🕸 *KYT* *4D* 🕸 membuka peluang itu","Rezeki datang kepada mereka yang tidak menyerah, dan saya percaya 🕸 *KYT* *4D* 🕸 membuka peluang itu",1,test
Jadi presiden,Jadi presiden,0,test
"Udah tau lancelot sutsujin kureng banget ngapa disuruh pake lance trus dah, liat itu sblum sblumnya sutsujin kalo main lance udh pasti kalah trus,","Udah tau lancelot sutsujin kureng banget ngapa disuruh pake lance trus dah, liat itu sblum sblumnya sutsujin kalo main lance udh pasti kalah trus,",0,test
"Pake Lesley apalagi, bener2 Dark System. Tapi kalo pake Karrie atau Hanzo masih mendingan. 
Hehehe","Pake Lesley apalagi, bener2 Dark System. Tapi kalo pake Karrie atau Hanzo masih mendingan. Hehehe",0,test
𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕menawarkan kesempatan untuk belajar dari orang lain.,DORA77menawarkan kesempatan untuk belajar dari orang lain.,1,test
Ketua kenapa League Of Legend Hahahhahaha Deskripsi Game,Ketua kenapa League Of Legend Hahahhahaha Deskripsi Game,0,test
"𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕benar-benar yang terunggul, sangat saya rekomendasikan!","DORA77benar-benar yang terunggul, sangat saya rekomendasikan!",1,test
Namanya juga Skylar sentris,Namanya juga Skylar sentris,0,test
Pulang yh yeah 😅,Pulang yh yeah 😅,0,test
Kok bisa retri sabun gini kepake di rrq cuy padaal ujin retrinya lebih on point malah ganti ginian😂😂,Kok bisa retri sabun gini kepake di rrq cuy padaal ujin retrinya lebih on point malah ganti ginian😂😂,0,test
Semoga rezeki dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕membawa kebaikan bagi semua!,Semoga rezeki dari DORA77membawa kebaikan bagi semua!,1,test
Gue kesini cuma penasaran reaksi bkent🤣,Gue kesini cuma penasaran reaksi bkent🤣,0,test
9:04 lance ngapain wkwkw. Turtlenya diambil koplak,[NUM]:[NUM] lance ngapain wkwkw. Turtlenya diambil koplak,0,test
Hiburan nonstop hanya di Pulau777 🎶,Hiburan nonstop hanya di Pulau777 🎶,1,test
Yang ikut demo live lagi nih😂,Yang ikut demo live lagi nih😂,0,test
Joel alias ciclops,Joel alias ciclops,0,test
Ramah bintang 5 nih😂😂,Ramah bintang [NUM] nih😂😂,0,test
iya emang hidup lu kan kek anjg,iya emang hidup lu kan kek anjg,0,test
Global 21 balerick heheheh😊,Global [NUM] balerick heheheh😊,0,test
🗿🧢,🗿🧢,0,test
rjd,rjd,0,test
2-0 pos tepos,[NUM]-[NUM] pos tepos,0,test
Eh mana ini Kent reaction tiktok nyahh udah lammaaa Ning nunggu,Eh mana ini Kent reaction tiktok nyahh udah lammaaa Ning nunggu,0,test
Semangat ketua,Semangat ketua,0,test
Hai om dana panjaitan 🤭,Hai om dana panjaitan 🤭,0,test
"Lemon panas jg tu, di vlog r7. ""Asin lagi ndut"" R7 : iya asing bgt mon.","Lemon panas jg tu, di vlog r7. ""Asin lagi ndut"" R7 : iya asing bgt mon.",0,test
Rez area gak tuh 🤣,Rez area gak tuh 🤣,0,test
"Jir lagu Dejavu, nostalgia bet pas Indosiar lagi op,lagu adegan pas Takumi vs wataru","Jir lagu Dejavu, nostalgia bet pas Indosiar lagi op,lagu adegan pas Takumi vs wataru",0,test
EL BADUTSICO,EL BADUTSICO,0,test
"Jd pemain pro perbanyak skill perkecil omongan,jadi jgn banyak bicara tapi banyakin mekaniknya skillman 👍👍👍","Jd pemain pro perbanyak skill perkecil omongan,jadi jgn banyak bicara tapi banyakin mekaniknya skillman 👍👍👍",0,test
Semoga Ibu bangga dengan perjuangan nak Samsul dan openg dalam membuat video ini mudah 2 an sukses dan sehat selalu aamiin!!🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱,Semoga Ibu bangga dengan perjuangan nak Samsul dan openg dalam membuat video ini mudah [NUM] an sukses dan sehat selalu aamiin!!🎱PROBET855🎱,1,test
"Iseng-iseng mencoba bermain 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, justru malah menjadi ahli, rezeki terus menerus datang!","Iseng-iseng mencoba bermain DORA77, justru malah menjadi ahli, rezeki terus menerus datang!",1,test
Bang izin ambil vid nya buat di clip tiktok,Bang izin ambil vid nya buat di clip tiktok,0,test
"Apalah marah mulu, udah gitu nafsu","Apalah marah mulu, udah gitu nafsu",1,test
kok sepi tumben,kok sepi tumben,0,test
INI KAH YANG NAMANYA DIATAS SKYLAR TRS KING RINS,INI KAH YANG NAMANYA DIATAS SKYLAR TRS KING RINS,0,test
Krik krik krik (garing bnget),Krik krik krik (garing bnget),0,test
Yg baru lah bujang. Ini mah pernah Lo aplod bujang,Yg baru lah bujang. Ini mah pernah Lo aplod bujang,0,test
"02:03 Subhanallah, ❤퐌퐎퐍퐀 ퟒ퐃 bikin takjub! Visualnya kece, ceritanya mengalir penuh makna, dan kemenangannya bikin hati berbunga. Pengalaman yang nggak terlupakan! ✨","[NUM]:[NUM] Subhanallah, ❤퐌퐎퐍퐀 ퟒ퐃 bikin takjub! Visualnya kece, ceritanya mengalir penuh makna, dan kemenangannya bikin hati berbunga. Pengalaman yang nggak terlupakan! ✨",1,test
Saya fans rrq kenapa mengecewakan begini rrq,Saya fans rrq kenapa mengecewakan begini rrq,0,test
Klot Tek oto idiot,Klot Tek oto idiot,0,test
"Main santai di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, hasilnya bikin senyum lebar. Terima kasih banyak!","Main santai di DORA77, hasilnya bikin senyum lebar. Terima kasih banyak!",1,test
"Sesuai prediksi, rrq jago di awal aja, klw game pnentuan pasti kocak, selama sutsujin jungler, rinz mid, mm si toy granger mulu, & kecute jd coach, jgn berharap bnyak, palingan mreka pulang di pertengahan klw tdk, jd runner up. Pdahal roamer & xp nya ngegendong banget","Sesuai prediksi, rrq jago di awal aja, klw game pnentuan pasti kocak, selama sutsujin jungler, rinz mid, mm si toy granger mulu, & kecute jd coach, jgn berharap bnyak, palingan mreka pulang di pertengahan klw tdk, jd runner up. Pdahal roamer & xp nya ngegendong banget",0,test
Waduh ketua bisa ngatceng ini bahaya celaka 😂😂😂,Waduh ketua bisa ngatceng ini bahaya celaka 😂😂😂,0,test
"Hati busuk, itu makannya... Mau balas dendam konon. Wkwkwkwkw😂😂😂😂","Hati busuk, itu makannya... Mau balas dendam konon. Wkwkwkwkw😂😂😂😂",0,test
Gw cuma mau liat reaksi bang Biken 😂😂😂,Gw cuma mau liat reaksi bang Biken 😂😂😂,0,test
"Sumpah, aku pikir aku doang yang kek gini 😂😂😂😂","Sumpah, aku pikir aku doang yang kek gini 😂😂😂😂",0,test
Kelas ketua kemaren ikutan demo,Kelas ketua kemaren ikutan demo,0,test
"3:12 no fliker no skil escape (angela) no back up, polos banget pokeeeee, ini yg ngatain onic ga jago? ini yg bilang jangan ke gank? woiiiiiiiii pokeeeeeee","[NUM]:[NUM] no fliker no skil escape (angela) no back up, polos banget pokeeeee, ini yg ngatain onic ga jago? ini yg bilang jangan ke gank? woiiiiiiiii pokeeeeeee",0,test
Ayok la by one Miya mu SMA Layla ku,Ayok la by one Miya mu SMA Layla ku,0,test
"Mode coba2 udah kelar 
Mode fokus ni keknya 😅😅",Mode coba2 udah kelar Mode fokus ni keknya 😅😅,0,test
Betul😂,Betul😂,0,test
LOKAL 😜,LOKAL 😜,0,test
𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀..Modal sedikit hasil maksimal💗,GA RU DA HO KI..Modal sedikit hasil maksimal💗,1,test
Si toy itu juga gk jago main😂😂😂,Si toy itu juga gk jago main😂😂😂,0,test
Cepat kali besarnya anak pascol,Cepat kali besarnya anak pascol,0,test
Ga ngaruh ke gua,Ga ngaruh ke gua,0,test
Lawannya masih navi. Apa yg mau di banggain dari tim ini kecuali m1 😂,Lawannya masih navi. Apa yg mau di banggain dari tim ini kecuali m1 😂,0,test
Langsung aja kasih piala season 16 + M7 buat evos,Langsung aja kasih piala season [NUM] + M7 buat evos,0,test
Caper bet,Caper bet,0,test
Fist,Fist,0,test
Mana gw udah all in rrq😂,Mana gw udah all in rrq😂,0,test
Zunes dari Bangladesh 😅😅🗿,Zunes dari Bangladesh 😅😅🗿,0,test
"Ya Allah berikanlah kesehatan kepada bang pascol supaya bisa menghibur kami semua lagi karena live bang pascol adalah orang yang bisa menghibur kami semua,aminnnn","Ya Allah berikanlah kesehatan kepada bang pascol supaya bisa menghibur kami semua lagi karena live bang pascol adalah orang yang bisa menghibur kami semua,aminnnn",0,test
​@MV_14-n8p bang ini bakal keluar di shop apa nantinya ga bakal bs dibeli pake bp? mskdnya bakal keluar di shop apa bakal limited gitu?,[MENTION]-n8p bang ini bakal keluar di shop apa nantinya ga bakal bs dibeli pake bp? mskdnya bakal keluar di shop apa bakal limited gitu?,0,test
"Belum rezeki Mulu ngomongnya, kemarin kalah lawan Onic bilang nya ""blm rezeki, nanti dibalas pas MSC"" eh pas MSC kalah kok bilang belum rezeki lagi?","Belum rezeki Mulu ngomongnya, kemarin kalah lawan Onic bilang nya ""blm rezeki, nanti dibalas pas MSC"" eh pas MSC kalah kok bilang belum rezeki lagi?",0,test
"Ini tipe video yang bisa jadi penyemangat buat banyak orang, tanpa harus heboh💙P R O B E T  8 5 5💙","Ini tipe video yang bisa jadi penyemangat buat banyak orang, tanpa harus heboh💙P R O B E T [NUM] [NUM] [NUM]💙",1,test
pertama Col ga ikut demo kah col,pertama Col ga ikut demo kah col,0,test
"Jika Anda ingin meningkatkan keterampilan Anda, 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕bisa bermanfaat.","Jika Anda ingin meningkatkan keterampilan Anda, DORA77bisa bermanfaat.",1,test
Gue suka gaya lu bang ken,Gue suka gaya lu bang ken,0,test
WKWKWKWKWKW,WKWKWKWKWKW,0,test
Ada van goblok ketua si power,Ada van goblok ketua si power,0,test
Hayo mana fans Yamal katanya Yamal daptkan balon dor tapi apa 🤫😁🗿😅,Hayo mana fans Yamal katanya Yamal daptkan balon dor tapi apa 🤫😁🗿😅,1,test
Ke 10 dpat apaya,Ke [NUM] dpat apaya,0,test
panglima bkent sakit kepala 😂,panglima bkent sakit kepala 😂,0,test
